price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
21995,2016.0,ford f-150,good,8.0,gas,89606.0,automatic,truck,white,1.0,2019-04-16,44
4500,2002.0,chevrolet silverado 2500hd,good,8.0,gas,,automatic,truck,,1.0,2019-03-10,62
19750,2017.0,ford mustang,excellent,4.0,gas,24600.0,automatic,convertible,red,,2019-03-16,63
18995,2015.0,ram 2500,excellent,6.0,diesel,162430.0,automatic,truck,white,,2018-09-01,44
2750,2004.0,subaru outback,good,6.0,gas,120000.0,automatic,wagon,silver,1.0,2019-04-16,25
2900,2008.0,nissan versa,good,4.0,gas,167000.0,automatic,sedan,blue,,2019-04-07,18
12900,2004.0,jeep wrangler,excellent,6.0,gas,96000.0,other,SUV,,1.0,2018-09-02,139
38475,2016.0,chevrolet silverado 1500,like new,8.0,gas,12440.0,automatic,truck,red,1.0,2019-03-11,7
10522,2016.0,ford focus,excellent,,gas,62299.0,automatic,hatchback,black,,2018-10-21,123
10495,2008.0,toyota 4runner,good,6.0,gas,168691.0,automatic,SUV,red,,2018-06-08,21
15900,2010.0,chevrolet tahoe,excellent,8.0,gas,,automatic,SUV,black,1.0,2018-06-06,62
6995,2008.0,gmc sierra 1500,like new,8.0,gas,151000.0,automatic,truck,,1.0,2019-02-09,171
8900,2007.0,gmc yukon,excellent,8.0,gas,171594.0,automatic,SUV,blue,1.0,2019-03-05,51
4100,2010.0,ford escape,excellent,6.0,other,248000.0,automatic,SUV,,,2018-10-04,42
18315,2013.0,ford f-350 sd,excellent,8.0,gas,142000.0,automatic,truck,,1.0,2018-05-24,26
7295,2011.0,gmc sierra 1500,good,8.0,gas,269000.0,automatic,pickup,white,1.0,2019-01-27,118
3500,2008.0,honda civic,good,4.0,gas,226600.0,manual,sedan,grey,,2018-11-27,42
11995,2007.0,gmc sierra 1500,good,8.0,gas,,automatic,truck,grey,1.0,2019-01-20,97
9900,2013.0,ford f-150,excellent,8.0,gas,223675.0,automatic,pickup,,1.0,2018-10-16,54
7800,2008.0,chevrolet silverado,good,8.0,gas,145000.0,automatic,pickup,blue,1.0,2018-11-30,13
10000,2005.0,chevrolet silverado 2500hd,good,8.0,diesel,366000.0,automatic,truck,white,1.0,2018-06-27,11
14995,2012.0,chevrolet silverado 1500,excellent,,gas,129997.0,automatic,truck,red,1.0,2018-06-28,26
13495,2018.0,chevrolet equinox,excellent,,gas,84843.0,automatic,other,,1.0,2018-09-25,19
23300,2016.0,chevrolet colorado,excellent,6.0,gas,7000.0,automatic,truck,silver,1.0,2018-10-14,38
27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,,1.0,2018-12-24,29
12701,2009.0,chevrolet tahoe,excellent,,gas,75693.0,automatic,SUV,purple,1.0,2018-07-27,54
7495,,ford taurus,excellent,6.0,gas,130000.0,automatic,sedan,red,,2018-08-05,11
10799,2013.0,ford focus,excellent,4.0,gas,,automatic,hatchback,,,2018-05-09,20
4500,2014.0,kia soul,good,4.0,gas,138000.0,automatic,hatchback,grey,,2019-02-24,95
37500,2017.0,ram 3500,excellent,6.0,diesel,64525.0,automatic,truck,red,,2018-06-29,98
1700,2004.0,toyota camry,good,6.0,gas,181324.0,automatic,sedan,silver,,2018-10-04,23
6950,2014.0,ford focus,excellent,4.0,gas,80779.0,automatic,sedan,blue,,2018-07-11,44
8900,2015.0,chevrolet cruze,good,4.0,gas,48123.0,automatic,sedan,black,,2018-09-04,7
7995,,nissan sentra,good,4.0,gas,,automatic,sedan,,,2019-02-06,56
1,2017.0,ford f-150,excellent,10.0,gas,27363.0,other,truck,black,1.0,2018-09-19,50
3000,1994.0,ford f-150,good,6.0,gas,108000.0,manual,pickup,blue,,2018-08-05,20
29995,2018.0,ford f-150,excellent,8.0,gas,11115.0,automatic,truck,blue,1.0,2018-06-21,8
16900,2012.0,toyota tacoma,like new,6.0,gas,90000.0,automatic,offroad,black,1.0,2018-12-08,33
12995,,chevrolet traverse,excellent,6.0,gas,,automatic,SUV,blue,,2018-05-21,70
19675,2008.0,gmc sierra 2500hd,good,8.0,gas,,automatic,truck,grey,1.0,2018-09-22,35
7450,2011.0,subaru forester,good,4.0,gas,175799.0,automatic,SUV,green,1.0,2018-09-21,117
17000,2005.0,ford f350 super duty,excellent,8.0,diesel,145000.0,automatic,pickup,red,1.0,2019-03-05,8
14995,2016.0,dodge grand caravan,excellent,6.0,gas,,automatic,van,black,,2018-12-15,33
3333,2008.0,chevrolet impala,excellent,6.0,gas,,automatic,sedan,red,,2018-12-22,53
2895,1995.0,chevrolet camaro,excellent,6.0,gas,,automatic,coupe,white,,2018-07-28,91
9250,2007.0,dodge dakota,excellent,8.0,gas,178000.0,automatic,truck,silver,1.0,2019-02-11,47
11997,2014.0,dodge charger,good,8.0,gas,,automatic,sedan,black,1.0,2018-06-26,19
7950,2011.0,subaru forester,excellent,4.0,gas,122239.0,automatic,SUV,blue,1.0,2018-08-05,42
18958,2014.0,dodge charger,excellent,8.0,gas,58863.0,automatic,sedan,silver,1.0,2018-09-16,2
8495,2014.0,volkswagen passat,good,4.0,gas,54568.0,automatic,sedan,black,,2018-09-19,32
13988,2014.0,ford focus,good,4.0,gas,96479.0,manual,hatchback,red,,2018-06-25,22
5490,2009.0,gmc sierra 1500,excellent,,gas,249187.0,automatic,pickup,silver,,2019-03-28,47
5000,2003.0,chevrolet suburban,good,8.0,gas,151000.0,automatic,SUV,white,1.0,2018-12-29,23
14950,2014.0,ford f-250,excellent,8.0,gas,192742.0,automatic,truck,,1.0,2018-07-31,61
8495,,toyota prius,excellent,4.0,hybrid,87172.0,automatic,sedan,black,,2019-03-03,31
33000,2015.0,ford f-150,excellent,6.0,gas,86000.0,automatic,truck,silver,1.0,2018-10-16,14
6995,2009.0,nissan murano,good,6.0,gas,,automatic,SUV,silver,1.0,2019-02-13,39
7995,2010.0,nissan rogue,excellent,4.0,gas,64062.0,automatic,SUV,,1.0,2018-12-02,18
64493,2018.0,chevrolet silverado 3500hd,new,8.0,diesel,7.0,automatic,truck,,1.0,2018-12-19,4
14399,2012.0,ford f150,excellent,8.0,gas,114363.0,automatic,truck,black,1.0,2018-12-30,67
20481,2018.0,toyota camry,like new,4.0,gas,38590.0,automatic,sedan,silver,,2018-12-06,4
1850,2009.0,nissan maxima,excellent,6.0,gas,106000.0,automatic,sedan,,,2018-11-25,34
25000,2017.0,dodge charger,good,6.0,gas,45000.0,automatic,sedan,grey,1.0,2018-09-26,105
28900,2012.0,ford f-250 sd,good,8.0,diesel,,automatic,truck,white,1.0,2018-09-14,23
18495,2014.0,chevrolet camaro,excellent,6.0,gas,20650.0,automatic,convertible,black,,2018-08-15,84
2990,2006.0,honda odyssey,good,6.0,gas,179300.0,automatic,mini-van,brown,,2018-05-26,14
2500,2000.0,subaru forester,good,4.0,gas,220000.0,automatic,hatchback,silver,,2018-09-03,55
4600,2006.0,nissan murano,excellent,,gas,152000.0,automatic,SUV,,1.0,2019-04-01,57
8995,2008.0,gmc acadia,like new,6.0,gas,,automatic,SUV,white,,2019-03-09,19
5909,2009.0,ford fusion se,excellent,,gas,,automatic,sedan,white,,2018-12-31,29
5990,2010.0,toyota corolla,excellent,4.0,gas,135782.0,automatic,sedan,silver,,2019-04-04,37
21500,1966.0,ford mustang,good,6.0,gas,,automatic,convertible,white,,2019-02-24,19
2750,2002.0,honda civic,good,4.0,gas,105832.0,automatic,sedan,green,,2018-10-17,8
6300,2008.0,subaru outback,excellent,4.0,gas,,automatic,SUV,silver,1.0,2018-11-10,28
5680,2010.0,hyundai elantra,good,4.0,gas,106935.0,automatic,sedan,black,,2018-11-10,25
3999,2001.0,ford mustang,excellent,6.0,gas,161365.0,automatic,coupe,red,,2019-03-02,39
9500,1997.0,jeep wrangler,good,,gas,,manual,offroad,green,1.0,2019-04-10,9
27990,2016.0,chevrolet silverado 1500,excellent,8.0,gas,,automatic,pickup,blue,1.0,2018-06-25,48
15995,2016.0,chevrolet camaro,excellent,6.0,gas,84560.0,automatic,coupe,silver,,2018-07-11,47
11950,2007.0,chevrolet silverado 1500,excellent,,gas,144784.0,automatic,truck,white,1.0,2019-02-13,3
6995,2016.0,ford focus,good,4.0,gas,50000.0,automatic,sedan,blue,,2019-02-20,9
5200,2006.0,subaru impreza,good,4.0,gas,200000.0,manual,sedan,,1.0,2018-12-19,49
8500,2016.0,kia soul,good,4.0,gas,84111.0,automatic,hatchback,white,,2018-08-26,34
6100,2008.0,honda civic,excellent,4.0,gas,138000.0,automatic,sedan,blue,,2019-04-12,69
2599,2016.0,gmc sierra 1500,like new,8.0,gas,60599.0,automatic,truck,,1.0,2019-01-02,61
24158,2012.0,ford f-150,excellent,8.0,gas,,automatic,truck,black,1.0,2018-05-11,23
1995,2014.0,nissan altima,excellent,,gas,107000.0,automatic,sedan,black,,2019-02-26,81
850,2001.0,toyota corolla,fair,4.0,gas,180268.0,automatic,sedan,custom,,2018-11-08,12
6100,2009.0,ford escape,excellent,6.0,gas,,automatic,SUV,grey,1.0,2018-07-30,98
8900,2007.0,gmc yukon,excellent,8.0,gas,171594.0,automatic,SUV,,1.0,2018-05-26,26
7200,2005.0,ford f250 super duty,good,8.0,diesel,297360.0,automatic,truck,,1.0,2018-08-15,17
16200,2015.0,chevrolet camaro,like new,6.0,gas,,manual,coupe,,,2018-05-02,6
4000,2007.0,toyota prius,excellent,,hybrid,,automatic,hatchback,red,,2018-10-13,17
4900,2005.0,ram 1500,excellent,8.0,gas,154000.0,automatic,truck,white,1.0,2019-01-11,10
21990,2003.0,gmc sierra 2500hd,good,8.0,diesel,81522.0,automatic,truck,blue,1.0,2018-08-05,50
10700,2015.0,honda civic lx,salvage,4.0,gas,38000.0,automatic,coupe,red,,2018-05-23,12
3999,2004.0,honda odyssey,excellent,6.0,gas,166225.0,automatic,mini-van,,,2018-11-27,48
11995,2013.0,chevrolet silverado,excellent,8.0,gas,90000.0,automatic,truck,grey,1.0,2018-05-15,14
2000,2006.0,volkswagen jetta,good,5.0,gas,136291.0,manual,sedan,black,,2018-07-30,27
1600,2002.0,chevrolet camaro,good,6.0,gas,144000.0,manual,coupe,red,,2019-01-06,58
1299,2006.0,hyundai elantra,good,,gas,226000.0,automatic,sedan,blue,,2019-03-12,47
21805,2016.0,honda odyssey,good,6.0,gas,48390.0,automatic,van,grey,,2019-03-14,55
25990,2014.0,gmc sierra 1500,good,8.0,gas,121680.0,automatic,truck,white,1.0,2019-04-09,31
7995,2014.0,nissan frontier,good,4.0,gas,,automatic,truck,silver,,2018-11-19,11
4950,2008.0,honda accord,new,4.0,gas,98.0,automatic,sedan,red,,2019-01-21,13
11790,2003.0,ford f-150,good,8.0,diesel,272000.0,automatic,pickup,red,1.0,2018-06-07,40
20500,2016.0,ram 1500,excellent,8.0,gas,,automatic,pickup,white,1.0,2018-10-06,97
13995,,gmc yukon,good,8.0,gas,157475.0,automatic,SUV,white,1.0,2018-11-05,108
30900,2015.0,ram 2500,like new,8.0,gas,122479.0,automatic,truck,red,1.0,2018-12-04,13
6995,2009.0,toyota prius,like new,4.0,hybrid,38906.0,automatic,sedan,,,2018-06-06,11
8995,,ford f-150,good,8.0,gas,123594.0,automatic,truck,black,1.0,2018-05-24,67
5000,2004.0,cadillac escalade,excellent,8.0,gas,,automatic,pickup,white,1.0,2018-10-15,18
15900,,chevrolet silverado 1500,good,8.0,gas,120939.0,automatic,pickup,,1.0,2018-08-07,52
10990,2017.0,toyota corolla,excellent,4.0,gas,78170.0,automatic,sedan,,,2018-09-22,11
2950,2005.0,hyundai elantra,good,4.0,gas,109000.0,manual,sedan,,,2018-08-31,36
31900,2018.0,honda odyssey,good,6.0,gas,23565.0,automatic,van,white,,2018-07-22,51
1000,2011.0,nissan murano,like new,6.0,gas,92000.0,automatic,SUV,black,1.0,2018-08-10,51
8000,2010.0,honda cr-v,excellent,4.0,gas,173000.0,automatic,SUV,white,1.0,2019-04-07,48
8795,2017.0,hyundai elantra,excellent,4.0,gas,76100.0,automatic,sedan,silver,,2018-10-23,49
21495,2014.0,ram 1500,excellent,8.0,gas,68870.0,automatic,truck,,,2019-04-13,69
38000,2018.0,chevrolet colorado,excellent,4.0,diesel,,automatic,truck,grey,1.0,2018-09-29,39
7950,2002.0,ford f-150,like new,8.0,gas,,automatic,truck,black,1.0,2018-07-03,25
2995,,volkswagen passat,excellent,4.0,gas,130.0,automatic,sedan,grey,,2018-05-11,22
5990,2008.0,ford explorer,good,6.0,gas,137809.0,automatic,SUV,,1.0,2018-09-06,10
9995,2011.0,hyundai santa fe,excellent,4.0,gas,,automatic,SUV,grey,1.0,2018-05-26,16
19525,2015.0,ford edge,excellent,4.0,gas,,automatic,SUV,white,,2019-04-18,17
6995,2012.0,chevrolet traverse,excellent,6.0,gas,149954.0,automatic,SUV,silver,1.0,2018-12-28,84
3995,2005.0,chevrolet trailblazer,good,6.0,gas,150000.0,automatic,SUV,grey,1.0,2018-07-23,120
11990,2013.0,ford explorer,excellent,6.0,gas,114673.0,automatic,SUV,black,1.0,2019-01-20,21
5000,2007.0,volkswagen passat,excellent,4.0,gas,112521.0,automatic,wagon,white,,2018-08-23,12
26988,2018.0,ford explorer,like new,6.0,gas,25000.0,automatic,SUV,grey,,2018-11-17,24
2500,1998.0,chevrolet suburban,good,8.0,gas,76431.0,automatic,SUV,green,,2019-01-29,129
2000,2005.0,chevrolet silverado 1500,fair,6.0,gas,165000.0,automatic,pickup,green,,2018-07-13,9
6995,2011.0,ford escape,good,,gas,114687.0,automatic,SUV,black,1.0,2018-10-01,54
5500,2010.0,toyota prius,good,4.0,gas,206218.0,automatic,hatchback,blue,,2018-08-19,10
9500,,honda accord,excellent,4.0,gas,36500.0,automatic,sedan,white,,2018-12-02,40
16990,2016.0,ford escape,excellent,4.0,gas,29714.0,automatic,SUV,grey,1.0,2019-01-12,12
4900,2009.0,toyota prius,excellent,4.0,gas,199008.0,automatic,hatchback,grey,,2018-10-04,23
2750,2001.0,nissan frontier,good,,gas,,manual,pickup,grey,,2018-07-06,34
14995,2012.0,ford f150,good,8.0,gas,112000.0,automatic,pickup,,1.0,2019-03-20,28
15500,2008.0,ford f250 super duty,good,10.0,gas,216736.0,automatic,truck,black,1.0,2019-04-14,93
7300,2009.0,honda cr-v,excellent,4.0,gas,92000.0,automatic,SUV,silver,1.0,2018-07-20,15
1200,1994.0,ram 1500,good,6.0,gas,236.0,manual,pickup,,,2019-02-16,39
4550,2003.0,toyota highlander,good,6.0,gas,186436.0,automatic,SUV,custom,1.0,2018-06-18,8
4249,2006.0,subaru forester,excellent,4.0,gas,129777.0,automatic,wagon,white,1.0,2019-03-09,20
4500,2006.0,chevrolet tahoe,excellent,8.0,gas,167000.0,automatic,SUV,custom,1.0,2019-03-03,37
6495,2012.0,chevrolet impala,good,,gas,106000.0,automatic,sedan,black,,2018-06-03,31
22999,2011.0,ford f-150,excellent,8.0,gas,181318.0,automatic,pickup,,1.0,2018-06-14,3
34600,2018.0,chevrolet silverado 1500 crew,good,8.0,gas,5380.0,automatic,pickup,,1.0,2019-03-08,11
5700,2006.0,toyota rav4,good,6.0,gas,155000.0,automatic,SUV,red,1.0,2018-12-05,46
24000,2007.0,ram 2500,like new,6.0,diesel,131000.0,automatic,pickup,black,1.0,2018-05-08,12
36995,2015.0,ford f-150,excellent,8.0,gas,73394.0,automatic,pickup,blue,1.0,2018-08-25,37
28000,2016.0,chevrolet silverado,like new,8.0,gas,36000.0,automatic,pickup,silver,1.0,2018-09-24,55
11900,2017.0,chevrolet malibu,excellent,4.0,gas,28000.0,automatic,sedan,brown,,2018-11-11,41
7599,2009.0,nissan rogue,excellent,4.0,gas,50236.0,automatic,SUV,silver,1.0,2018-11-17,33
4000,2005.0,toyota highlander,good,6.0,gas,151526.0,automatic,SUV,blue,,2018-09-28,70
5200,2002.0,gmc yukon,excellent,8.0,gas,204349.0,automatic,SUV,red,1.0,2018-06-22,17
16500,2012.0,ford f-250 super duty,excellent,8.0,gas,112646.0,automatic,truck,silver,1.0,2018-10-02,13
18995,2013.0,gmc sierra 2500hd,good,8.0,gas,155399.0,automatic,truck,black,1.0,2018-11-30,61
7900,2011.0,toyota sienna,excellent,4.0,gas,130000.0,automatic,mini-van,,,2018-06-14,23
10500,2003.0,jeep wrangler,good,6.0,gas,161100.0,manual,SUV,black,1.0,2018-07-13,24
9990,2004.0,chevrolet suburban,good,8.0,gas,82474.0,automatic,SUV,white,1.0,2018-12-18,30
5000,2001.0,ford f-150,like new,8.0,gas,,automatic,pickup,red,1.0,2018-11-11,86
12905,2013.0,toyota camry,good,6.0,gas,59052.0,automatic,sedan,black,,2019-02-12,42
25947,2018.0,nissan maxima,like new,6.0,gas,,automatic,sedan,blue,,2018-08-30,27
6995,2012.0,nissan altima,excellent,,gas,,automatic,sedan,,,2018-10-28,50
5995,2007.0,toyota camry,good,4.0,gas,175876.0,automatic,sedan,grey,,2019-01-30,72
17495,,gmc sierra 2500hd,excellent,8.0,diesel,145952.0,automatic,pickup,white,,2018-12-13,66
38900,2017.0,ram 2500,like new,6.0,diesel,74100.0,automatic,truck,grey,1.0,2018-05-06,41
33991,2016.0,ram 3500,excellent,,gas,65010.0,automatic,truck,,1.0,2019-03-06,33
3000,2008.0,toyota sienna,fair,,gas,202649.0,automatic,mini-van,blue,,2018-10-08,91
22799,2014.0,gmc sierra 1500,like new,8.0,gas,113000.0,automatic,truck,blue,1.0,2018-12-09,34
1100,1998.0,nissan altima,fair,4.0,gas,198000.0,manual,sedan,black,,2019-01-09,12
25995,2015.0,jeep wrangler unlimited,excellent,6.0,gas,58437.0,manual,SUV,blue,1.0,2019-04-18,12
17990,2011.0,toyota tacoma,excellent,,gas,137893.0,automatic,truck,white,1.0,2018-05-27,67
7800,2015.0,hyundai sonata,good,4.0,gas,,automatic,sedan,silver,,2018-05-28,50
7499,2014.0,honda civic lx,good,4.0,gas,81730.0,automatic,sedan,blue,,2018-11-30,48
8000,2002.0,chevrolet silverado 1500,excellent,8.0,gas,140000.0,automatic,truck,green,1.0,2019-03-08,12
27968,2016.0,ford f-150,good,6.0,gas,23776.0,automatic,truck,red,1.0,2019-02-08,10
24000,2013.0,toyota tundra,excellent,8.0,gas,71900.0,automatic,truck,black,,2018-10-25,34
3896,2011.0,ford focus,good,4.0,gas,,automatic,sedan,,,2018-07-20,99
3995,2006.0,nissan maxima,excellent,6.0,gas,104153.0,automatic,sedan,blue,,2019-03-16,35
12998,2010.0,ford f-150,good,8.0,gas,126729.0,automatic,truck,silver,1.0,2018-10-05,3
3990,2005.0,chevrolet impala,good,6.0,gas,174542.0,automatic,sedan,,,2019-01-28,13
3995,,ford explorer,good,6.0,gas,131193.0,automatic,SUV,white,1.0,2019-02-16,27
8500,2000.0,toyota 4runner,excellent,4.0,gas,233000.0,automatic,SUV,black,1.0,2018-08-19,33
13999,2004.0,chevrolet silverado 2500hd,excellent,8.0,gas,143851.0,automatic,pickup,black,1.0,2018-09-02,41
8995,2009.0,ford ranger,good,6.0,gas,151678.0,automatic,pickup,grey,1.0,2018-11-17,17
9500,2017.0,ford focus,excellent,4.0,gas,59709.0,automatic,hatchback,silver,,2019-01-13,34
7800,2001.0,toyota tacoma,good,4.0,gas,,automatic,truck,red,,2018-11-23,20
13435,,chevrolet colorado,good,4.0,gas,93429.0,automatic,truck,white,,2018-11-30,24
24900,2014.0,gmc sierra 1500,excellent,8.0,gas,,automatic,truck,blue,1.0,2018-05-18,17
16490,2013.0,chevrolet silverado 3500hd,good,8.0,gas,174100.0,automatic,truck,white,1.0,2018-10-17,19
4995,2004.0,toyota highlander,good,6.0,gas,200909.0,automatic,SUV,custom,1.0,2018-10-09,19
9995,2014.0,honda civic,good,4.0,gas,96397.0,automatic,sedan,black,,2018-11-30,49
6750,2002.0,ram 2500,good,8.0,gas,140000.0,automatic,pickup,,1.0,2018-11-16,50
21250,2013.0,ford f-150,like new,6.0,gas,106790.0,automatic,truck,black,1.0,2018-05-29,19
13900,2006.0,chevrolet silverado 1500,excellent,8.0,gas,,automatic,truck,white,1.0,2018-05-10,72
21695,2018.0,ford escape,excellent,4.0,gas,16060.0,automatic,SUV,silver,1.0,2018-10-21,61
3350,2004.0,nissan sentra,like new,4.0,gas,,automatic,sedan,silver,,2019-02-28,105
19690,2016.0,honda pilot,like new,6.0,gas,98000.0,automatic,SUV,,1.0,2018-09-28,22
2995,2000.0,subaru outback,good,4.0,gas,214000.0,automatic,wagon,green,1.0,2018-05-25,53
11250,2004.0,jeep wrangler,good,6.0,gas,117465.0,automatic,SUV,white,1.0,2018-05-25,55
9995,2010.0,chevrolet colorado,excellent,5.0,gas,124646.0,automatic,truck,silver,1.0,2018-06-09,96
11995,2011.0,gmc sierra 2500hd,good,,gas,197000.0,automatic,pickup,black,1.0,2018-05-01,68
3300,2005.0,acura tl,good,6.0,gas,198000.0,automatic,sedan,black,,2019-01-01,8
6000,1998.0,jeep wrangler,good,,gas,90500.0,manual,SUV,purple,1.0,2018-11-10,23
6995,2013.0,ford focus,good,4.0,gas,99030.0,automatic,sedan,white,,2019-01-20,34
4600,2010.0,toyota camry,excellent,4.0,gas,196200.0,automatic,sedan,,,2018-07-07,29
8800,2017.0,hyundai elantra,excellent,,gas,79880.0,automatic,sedan,blue,,2019-03-21,33
6800,2012.0,honda civic lx,good,4.0,gas,33000.0,automatic,sedan,blue,,2018-12-25,14
4500,2006.0,honda accord,good,4.0,gas,111000.0,automatic,sedan,blue,,2018-10-23,30
13700,2016.0,toyota camry,excellent,4.0,gas,39000.0,automatic,sedan,red,,2018-10-13,3
13950,2009.0,ford f-150,excellent,8.0,gas,109854.0,automatic,pickup,blue,,2018-10-09,7
2995,2000.0,ram 1500,good,8.0,gas,244000.0,automatic,pickup,,,2018-07-24,30
13995,2010.0,gmc sierra,like new,8.0,gas,126979.0,automatic,pickup,silver,1.0,2019-02-12,95
14995,2012.0,chevrolet silverado 1500,excellent,8.0,gas,,automatic,truck,,1.0,2019-02-06,41
4995,2011.0,nissan altima,like new,4.0,gas,147382.0,automatic,coupe,red,,2018-11-19,15
6000,2006.0,dodge charger,excellent,6.0,gas,133658.0,automatic,sedan,grey,,2018-05-26,23
12990,2017.0,hyundai sonata,good,4.0,gas,,automatic,sedan,red,,2018-12-04,37
7800,2009.0,toyota camry le,excellent,6.0,gas,56000.0,automatic,sedan,white,,2018-12-11,69
5795,2008.0,gmc acadia,excellent,,gas,,automatic,SUV,purple,,2018-12-07,4
4995,2013.0,chrysler 200,good,4.0,gas,189356.0,automatic,sedan,white,,2018-12-28,6
15999,2009.0,ford mustang,excellent,8.0,gas,75000.0,manual,coupe,red,,2019-01-03,31
5490,2007.0,honda accord,excellent,6.0,gas,129282.0,automatic,sedan,,,2018-06-12,8
5995,2004.0,toyota 4runner,excellent,8.0,gas,176285.0,automatic,SUV,silver,,2018-10-30,27
3300,2004.0,chevrolet trailblazer,good,,gas,156000.0,automatic,SUV,,1.0,2019-01-28,13
8000,2001.0,chevrolet suburban,excellent,8.0,gas,135000.0,automatic,SUV,green,1.0,2018-11-10,67
12900,2007.0,toyota tundra,excellent,8.0,gas,137640.0,automatic,pickup,red,1.0,2018-10-09,34
26000,2018.0,chevrolet camaro lt coupe 2d,good,6.0,gas,2121.0,other,coupe,blue,,2019-01-26,31
5000,2002.0,chevrolet tahoe,fair,8.0,gas,197000.0,automatic,SUV,green,1.0,2019-01-30,7
15895,2008.0,gmc sierra 1500,good,8.0,gas,,automatic,truck,blue,1.0,2018-06-03,26
7500,2013.0,chevrolet cruze,good,4.0,gas,,automatic,sedan,,,2019-01-31,85
18277,2018.0,ford escape,excellent,4.0,gas,25084.0,automatic,SUV,black,,2018-09-13,39
8495,2008.0,ford expedition,good,8.0,gas,131757.0,automatic,SUV,custom,,2018-09-06,37
4899,2005.0,chrysler town & country,excellent,6.0,gas,112786.0,automatic,van,blue,,2019-01-23,84
5750,2002.0,ram 2500,good,6.0,diesel,323562.0,automatic,truck,white,,2018-08-16,9
11950,2014.0,dodge charger,excellent,6.0,gas,100820.0,automatic,sedan,,,2018-07-21,22
2995,2002.0,chevrolet suburban,excellent,8.0,gas,247548.0,automatic,SUV,white,1.0,2018-06-25,54
4400,2007.0,honda civic lx,excellent,4.0,gas,126000.0,automatic,sedan,blue,,2018-09-08,54
3600,2009.0,nissan altima,good,4.0,gas,190863.0,automatic,sedan,brown,,2018-09-24,62
4000,2004.0,jeep grand cherokee laredo,excellent,6.0,gas,164500.0,automatic,SUV,black,1.0,2019-03-23,32
3795,2008.0,ford escape,excellent,4.0,gas,155352.0,automatic,SUV,,,2018-05-31,34
8000,2003.0,ford ranger,excellent,6.0,gas,66000.0,manual,pickup,red,1.0,2018-06-06,34
7000,1997.0,ram 2500,good,6.0,diesel,298449.0,automatic,truck,green,,2018-05-03,49
15995,2016.0,chevrolet camaro lt coupe 2d,like new,6.0,gas,30000.0,manual,coupe,,,2018-11-25,93
5995,2009.0,dodge charger,excellent,6.0,gas,125000.0,automatic,sedan,silver,,2018-05-06,76
7700,2014.0,toyota corolla,like new,4.0,gas,101000.0,automatic,sedan,white,,2018-12-07,24
9000,2007.0,dodge grand caravan,excellent,6.0,gas,93000.0,automatic,mini-van,silver,,2019-04-09,11
16900,2017.0,chevrolet equinox,excellent,4.0,gas,19395.0,automatic,SUV,red,,2018-06-14,51
9995,2006.0,chevrolet silverado 2500hd,good,8.0,gas,185311.0,automatic,pickup,,1.0,2019-02-11,11
12000,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,156830.0,automatic,truck,silver,1.0,2018-11-05,41
7800,2003.0,chevrolet silverado,excellent,8.0,gas,142000.0,automatic,pickup,white,1.0,2019-01-23,12
2000,2001.0,ford f-150,excellent,6.0,gas,180000.0,automatic,pickup,white,,2018-09-07,66
17495,2017.0,ford escape,excellent,4.0,gas,34410.0,automatic,SUV,silver,,2018-07-07,27
2599,,gmc acadia,like new,6.0,gas,,automatic,SUV,silver,,2018-08-27,93
9995,,chevrolet silverado,like new,8.0,gas,131000.0,automatic,truck,grey,1.0,2019-01-25,41
5992,2008.0,ford explorer,excellent,,gas,156508.0,automatic,SUV,blue,1.0,2018-10-08,53
2200,2007.0,subaru outback,good,6.0,gas,202954.0,automatic,wagon,white,1.0,2019-04-05,111
7990,2006.0,ford econoline,good,8.0,gas,105429.0,automatic,van,white,,2018-08-01,17
3900,2009.0,nissan murano,good,6.0,gas,234426.0,automatic,SUV,,,2018-08-11,43
3500,2007.0,ford fusion,excellent,6.0,gas,121000.0,automatic,sedan,black,,2018-10-16,50
8900,2010.0,honda cr-v,excellent,4.0,gas,,automatic,SUV,blue,1.0,2018-11-29,18
14950,2004.0,ford f250,excellent,10.0,gas,91000.0,manual,pickup,,1.0,2018-11-06,42
3500,1993.0,jeep wrangler,fair,4.0,gas,200000.0,manual,SUV,red,1.0,2018-11-07,22
5595,2011.0,ford taurus,excellent,6.0,gas,174000.0,automatic,sedan,grey,,2019-01-08,39
5000,2001.0,ram 2500,good,8.0,gas,189222.0,automatic,truck,white,,2018-12-14,11
5299,2008.0,honda accord,excellent,4.0,gas,150.0,automatic,sedan,grey,,2018-11-30,50
3700,2002.0,ford f-150,fair,8.0,gas,202000.0,automatic,truck,white,1.0,2019-02-11,27
6800,2008.0,ford explorer,excellent,6.0,gas,,automatic,SUV,,1.0,2019-01-30,36
12500,2009.0,chevrolet silverado 1500,good,8.0,gas,121481.0,automatic,truck,red,1.0,2018-06-07,30
41995,2016.0,chevrolet silverado 3500hd,excellent,8.0,diesel,76303.0,automatic,pickup,black,1.0,2018-10-25,7
3300,2003.0,acura tl,good,6.0,gas,163000.0,automatic,sedan,white,,2019-03-12,39
